35,74,73,38,79, , ,22, , ,62,51, , , , , , , , , , ,
35,12, ,75,13,14,58,43,48,42,76,28,26,67, ,21,63,1,2,3,0,46,10
35,12, ,75,13,14,58,43,48, ,9,49,47, ,78,5, ,11,,64,15,,16
35,12, ,30,66,65,,55,54,81,7, , , , , , , , , , , ,
35,12, ,34,53,71,69,70,4,68,40, , ,17, , , , , , , , ,
35,12, ,30,66,65,24,56,57, , ,78,5, , ,32, , , , , , ,
35,74,73,38,50,31,8,72,44,45,80,6,77,19,27,20, , , , , , ,
